transaction_id,amount,hour_of_day,country_code,is_foreign,account_age_days,txns_last_1h,is_new_device,merchant_category,is_fraud
T1008603,19.77,4,au,0,2099,2,1,crypto,1
T1015119,22.36,3,au,0,1541,3,0,crypto,0
T1009003,45.37,5,Au,0,3346,0,0,crypto,0
T1002808,11.9,5,au,0,2214,1,0,fuel,0
T1010966,57.49,5,AU,0,3471,0,0,electronics,0
T1028405,100.74,1,AU,0,2187,0,1,pharmacy,0
T1006010,31.6,10,AU,0,3210,12,0,groceries,0
T1007692,7.59,8,AU,0,2018,0,0,electronics,0
T1013339,12.67,19,AU,0,338,1,0,pharmacy,0
T1003472,80.18,5,au,0,1150,0,0,dining,0
T1012266,36.54,12,Au,0,1288,0,0,crypto,0
T1007750,31.72,22,Au,0,2531,0,0,dining,0
T1028802,303.05,2,au,0,1068,2,0,electronics,0
T1019174,10.3,17,AU,0,3584,2,0,pharmacy,0
T1017050,107.73,13,AU,0,1224,1,0,gaming,0
T1015166,40.94,21,au,0,166,1,0,pharmacy,0
T1028519,41.82,2,AU,0,2628,2,0,,0
T1028557,42.65,21,Au,0,3300,0,0,pharmacy,0
T1000657,123.08,2,au,0,3322,0,1,crypto,0
T1028294,54.28,18,AU,0,2452,2,0,fuel,0
T1001560,13.58,23,au,0,1767,1,0,crypto,0
T1024117,30.4,3,US,1,2728,3,0,pharmacy,0
T1019172,217.78,9,au,0,568,0,0,apparel,0
T1011287,50.89,22,au,0,2826,2,0,,0
T1008901,17.45,19,AU,0,690,8,1,crypto,0
T1028136,44.03,16,AU,0,2127,0,0,dining,0
T1011895,7.41,18,AU,0,1766,0,0,electronics,0
T1020297,17.0,21,AU,0,921,5,0,utilities,0
T1004047,35.96,22,AU,0,423,1,0,electronics,0
T1012696,63.34,1,au,0,3377,3,0,travel,0
T1004840,15.99,11,AU,0,354,1,1,fuel,0
T1024649,109.6,2,AU,0,2565,0,0,fuel,0
T1023713,32.89,18,SG,1,1552,0,1,pharmacy,0
T1022631,31.7,21,au,0,2635,0,0,electronics,0
T1016621,30.93,15,AU,0,1230,1,0,crypto,0
T1005562,140.07,13,US,1,2190,0,0,dining,0
T1013578,26.01,23,RU,1,739,2,0,apparel,0
T1012540,23.55,0,AU,0,870,0,0,fuel,0
T1012698,27.95,2,AU,0,3192,0,0,fuel,0
T1004907,89.71,22,au,0,1824,1,0,fuel,0
T1007542,54.19,2,De,1,3522,0,0,electronics,0
T1008788,73.56,15,AU,0,2775,0,0,dining,0
T1016799,39.53,12,AU,0,3195,1,0,pharmacy,0
T1017991,20.77,11,in,1,3081,5,0,travel,0
T1023296,8.45,3,au,0,3509,1,0,electronics,0
T1014748,44.47,13,Au,0,3326,0,1,utilities,0
T1017916,7.6,13,au,0,434,2,1,crypto,0
T1010260,56.76,12,AU,0,124,1,0,fuel,0
T1022716,38.61,17,AU,0,3075,0,1,groceries,0
T1013889,15.12,22,au,0,860,0,0,pharmacy,0
T1009317,10.63,21,AU,0,1699,1,0,groceries,0
T1017992,91.67,15,Au,0,228,0,0,crypto,0
T1024995,26.35,15,AU,0,2018,2,0,electronics,0
T1004554,21.9,15,AU,0,1130,0,1,groceries,0
T1027269,35.12,0,AU,0,486,3,0,crypto,0
T1010435,37.58,22,au,0,2001,5,0,pharmacy,0
T1027200,410.48,18,AU,0,2601,0,1,electronics,0
T1008040,13.18,0,au,0,2247,0,0,gaming,0
T1007608,15.07,3,au,0,2899,1,1,electronics,0
T1026544,27.98,2,GB,1,741,0,0,crypto,0
T1004324,28.01,9,AU,0,308,1,1,utilities,0
T1021314,18.02,21,AU,0,3312,0,0,travel,0
T1005661,6.79,5,ng,1,3117,1,0,pharmacy,0
T1014608,31.65,20,Au,0,554,1,0,,0
T1027882,32.1,6,Br,1,2587,0,0,fuel,0
T1006577,22.78,1,au,0,1201,1,0,utilities,0
T1023356,63.53,4,DE,1,1900,0,0,groceries,0
T1012745,12.52,0,AU,0,1019,0,0,utilities,0
T1016433,19.01,0,Au,0,2514,1,0,crypto,0
T1006766,33.64,21,AU,0,1262,0,0,pharmacy,0
T1016361,11.21,13,AU,0,3532,1,0,gaming,0
T1020887,42.67,2,CN,1,2114,1,0,pharmacy,0
T1007932,13.61,16,AU,0,2856,1,0,fuel,0
T1014862,42.01,10,sg,1,3627,0,0,,0
T1003677,66.18,7,Au,0,3598,1,0,crypto,0
T1017441,27.8,8,AU,0,3158,0,0,dining,0
T1017383,51.0,6,NG,1,2522,0,0,gaming,0
T1021290,33.0,6,AU,0,146,0,0,utilities,0
T1015705,64.13,7,Au,0,411,0,0,fuel,0
T1008748,13.38,3,au,0,3330,0,1,pharmacy,0
T1017111,15.06,2,AU,0,1871,0,0,groceries,0
T1026622,169.86,17,Au,0,2192,0,0,apparel,0
T1002270,20.35,18,AU,0,1763,0,1,gaming,0
T1006338,33.08,13,AU,0,3384,0,0,pharmacy,0
T1013458,6.76,10,au,0,603,2,0,groceries,0
T1016187,111.75,2,AU,0,3521,0,0,groceries,0
T1021588,4.73,16,AU,0,293,3,0,pharmacy,0
T1019955,32.25,22,Au,0,3191,0,1,,0
T1019206,46.49,11,IN,1,3528,0,0,dining,0
T1006454,2.07,9,Au,0,998,1,0,electronics,0
T1005814,45.47,16,AU,0,2467,2,0,utilities,0
T1019491,13.21,7,AU,0,3317,1,0,fuel,0
T1010504,182.65,20,AU,0,552,1,0,groceries,0
T1012385,31.13,15,Au,0,3040,2,0,crypto,0
T1020567,31.56,8,Au,0,1437,0,0,,0
T1010158,1.75,23,AU,0,708,1,0,travel,0
T1009198,3.61,3,AU,0,3528,2,0,dining,0
T1001112,92.97,23,BR,1,3393,2,0,gaming,0
T1014409,52.36,9,us,1,2351,2,0,dining,0
T1007584,29.59,12,RU,1,471,5,0,gaming,0
T1026326,12.78,19,au,0,1959,0,0,electronics,0
T1010663,7.33,19,AU,0,2007,0,1,fuel,0
T1005262,22.58,10,AU,0,2886,1,0,dining,0
T1014438,96.04,19,Au,0,1453,0,1,groceries,0
T1021486,63.37,5,Au,0,1642,1,0,electronics,0
T1013387,172.41,14,AU,0,2901,0,0,fuel,0
T1016552,16.96,19,AU,0,1741,1,1,apparel,0
T1000693,73.46,13,IN,1,3642,0,1,utilities,1
T1016335,35.98,1,AU,0,2874,1,1,crypto,0
T1008451,58.42,22,AU,0,3104,3,0,crypto,0
T1022690,10.36,6,AU,0,2883,0,0,groceries,0
T1026782,59.39,19,AU,0,3630,8,0,gaming,0
T1023581,77.92,21,au,0,974,0,0,groceries,0
T1023869,14.0,18,AU,0,3418,0,1,utilities,0
T1025955,4.2,8,AU,0,2116,3,0,crypto,0
T1012340,19.0,12,Au,0,2896,1,0,crypto,0
T1011980,30.36,4,AU,0,1472,1,1,apparel,0
T1020678,10.88,2,AU,0,2745,2,0,fuel,0
T1003265,36.59,15,AU,0,547,2,0,pharmacy,0
T1016302,28.87,8,AU,0,2101,1,0,apparel,0
T1028087,43.91,4,AU,0,1272,2,1,apparel,0
T1012308,43.97,14,au,0,1874,5,0,fuel,0
T1015623,5.77,12,au,0,444,0,0,electronics,0
T1014724,15.57,16,AU,0,83,0,0,utilities,0
T1006476,52.61,2,au,0,2740,1,1,pharmacy,0
T1010184,27.25,22,Au,0,2336,0,0,groceries,0
T1002005,51.19,13,AU,0,3115,0,1,groceries,0
T1016190,27.89,7,IN,1,2369,0,0,travel,0
T1011752,5.24,0,AU,0,2897,0,0,travel,0
T1007455,41.72,5,au,0,2559,0,0,travel,0
T1002953,52.09,20,AU,0,1923,8,0,crypto,0
T1019482,62.36,17,Au,0,573,2,1,,0
T1015083,22.28,11,AU,0,2918,1,0,pharmacy,0
T1020967,7.2,4,Au,0,3071,1,0,utilities,0
T1022922,22.36,22,Au,0,2454,0,0,gaming,0
T1015838,94.45,1,au,0,942,0,1,crypto,0
T1011188,11.28,10,AU,0,553,1,0,dining,0
T1010098,24.5,3,AU,0,1036,0,0,dining,0
T1002767,96.41,1,AU,0,354,0,0,apparel,0
T1014064,125.1,16,AU,0,2889,0,0,groceries,0
T1009228,18.18,5,AU,0,1800,1,0,gaming,0
T1027350,26.23,20,Au,0,2761,5,0,gaming,0
T1020833,21.95,5,AU,0,1804,1,1,apparel,0
T1021113,44.18,3,AU,0,2438,0,1,electronics,0
T1016554,24.61,19,au,0,1612,2,0,fuel,0
T1017884,68.99,22,AU,0,1091,1,0,travel,0
T1026632,40.57,23,au,0,3175,8,1,electronics,0
T1015155,90.84,13,Au,0,2143,2,0,electronics,0
T1014697,7.12,23,AU,0,188,2,0,utilities,0
T1014839,119.63,21,Au,0,2127,1,0,pharmacy,0
T1007984,75.43,8,AU,0,3473,3,0,fuel,0
T1024445,13.21,18,AU,0,979,1,0,gaming,0
T1027990,85.7,3,au,0,3321,1,0,travel,0
T1019459,38.61,11,AU,0,721,2,0,groceries,0
T1000486,11.43,13,AU,0,2463,1,0,apparel,0
T1024443,13.12,17,AU,0,1051,12,0,utilities,1
T1014712,30.42,5,AU,0,1925,1,0,crypto,0
T1011267,129.73,6,AU,0,3140,2,0,utilities,0
T1006069,15.01,8,AU,0,325,3,0,utilities,0
T1016630,19.54,20,au,0,2032,0,0,groceries,0
T1018229,133.48,17,AU,0,380,0,0,gaming,0
T1024412,46.53,12,au,0,3621,1,0,crypto,0
T1022464,22.29,3,au,0,749,3,0,pharmacy,0
T1002177,19.09,2,AU,0,1995,0,0,pharmacy,0
T1009184,51.59,3,gb,1,1471,0,0,electronics,0
T1001129,106.43,5,BR,1,2757,0,0,utilities,0
T1003018,69.17,20,AU,0,2892,5,0,,0
T1004141,19.29,6,De,1,3350,1,1,,0
T1004151,96.66,18,au,0,2013,2,0,electronics,0
T1020855,73.93,21,AU,0,640,1,1,fuel,0
T1018620,45.53,23,au,0,737,0,0,electronics,0
T1026350,15.74,0,AU,0,2224,1,0,utilities,0
T1029989,4.02,2,AU,0,1446,8,0,,0
T1019725,7.19,15,Au,0,3425,2,0,electronics,0
T1007204,29.18,5,AU,0,733,1,0,utilities,0
T1015261,32.03,4,au,0,122,2,0,dining,0
T1023492,39.96,7,GB,1,681,1,0,travel,0
T1011761,27.59,23,IN,1,496,12,0,electronics,0
T1013899,12.94,2,au,0,3560,8,0,electronics,0
T1017469,72.72,23,Au,0,2167,0,0,electronics,0
T1019520,45.9,11,au,0,973,0,0,travel,0
T1017499,213.62,16,au,0,2328,3,0,dining,0
T1022230,34.77,2,AU,0,2404,0,0,dining,0
T1003981,37.58,9,au,0,1986,1,0,fuel,0
T1027652,123.74,17,IN,1,2369,0,0,utilities,0
T1025346,261.36,14,AU,0,734,0,0,gaming,0
T1001336,37.21,13,AU,0,1813,0,0,,0
T1003548,24.88,8,AU,0,366,0,0,fuel,0
T1006056,19.09,15,au,0,2918,2,0,utilities,0
T1020550,13.07,14,Au,0,1847,2,0,gaming,0
T1012311,100.36,22,au,0,475,0,0,pharmacy,0
T1014047,31.26,17,US,1,373,2,0,electronics,0
T1004555,21.74,22,au,0,373,1,0,gaming,0
T1019355,13.77,5,AU,0,3293,0,0,pharmacy,0
T1021722,228.67,23,NG,1,565,0,0,groceries,0
T1015305,104.34,4,AU,0,1417,3,0,apparel,0
T1028985,24.42,0,Au,0,3015,1,1,,0
T1008739,38.03,22,Au,0,395,0,0,gaming,0
T1026304,12.96,4,AU,0,3602,1,1,apparel,0
T1000148,11.48,19,NG,1,1520,0,0,pharmacy,0
T1027458,6.98,22,Au,0,2850,2,0,fuel,0
T1020797,21.87,1,AU,0,384,2,0,utilities,0
T1004030,65.4,11,AU,0,1740,1,0,utilities,0
T1015030,33.7,19,AU,0,1864,1,0,,0
T1000708,39.99,10,AU,0,1404,1,0,utilities,0
T1019996,19.78,16,au,0,3366,0,0,apparel,0
T1011180,111.3,4,Au,0,1471,2,0,apparel,0
T1002459,14.95,16,Au,0,567,1,0,utilities,0
T1017841,10.87,12,AU,0,1650,1,1,electronics,0
T1017090,182.79,0,AU,0,167,0,0,groceries,0
T1007586,16.64,11,AU,0,2118,3,0,gaming,0
T1029437,14.54,11,au,0,3632,2,0,dining,0
T1015575,38.17,11,Au,0,1657,1,1,pharmacy,0
T1021673,18.43,18,AU,0,3527,1,0,gaming,0
T1020215,55.76,15,Au,0,617,2,0,,0
T1020502,12.54,14,Au,0,1602,0,1,apparel,0
T1011526,509.54,17,au,0,1676,0,0,electronics,0
T1011055,130.71,20,AU,0,48,0,1,groceries,0
T1009455,17.9,15,Au,0,1996,0,0,fuel,0
T1003970,16.67,6,AU,0,3069,1,0,dining,0
T1004234,28.45,7,AU,0,322,2,0,fuel,0
T1004018,55.71,14,AU,0,1438,2,0,dining,0
T1015737,63.41,13,AU,0,6,8,0,crypto,0
T1004235,14.15,4,au,0,446,0,1,dining,0
T1002362,7.32,14,au,0,3025,1,1,pharmacy,0
T1023464,22.74,0,Au,0,1475,2,0,apparel,0
T1003251,19.66,8,AU,0,3414,1,0,apparel,0
T1003557,29.93,14,AU,0,3178,0,0,dining,0
T1000128,12.33,10,au,0,1992,0,0,dining,0
T1007143,13.74,9,AU,0,812,2,0,apparel,0
T1000730,15.22,15,AU,0,3337,0,0,electronics,0
T1014650,42.56,1,au,0,2026,1,0,dining,0
T1007282,18.17,14,au,0,1781,1,0,dining,0
T1019156,15.35,16,AU,0,3309,0,0,pharmacy,0
T1014170,16.53,14,AU,0,2244,1,0,groceries,0
T1027740,25.35,18,SG,1,1835,0,1,gaming,0
T1009304,51.05,9,au,0,393,0,1,pharmacy,0
T1012717,36.42,20,AU,0,884,0,0,utilities,0
T1003399,13.85,10,AU,0,276,2,0,travel,0
T1008936,88.81,13,AU,0,1599,5,0,pharmacy,0
T1016957,45.58,17,AU,0,2479,2,0,utilities,0
T1001011,70.22,18,au,0,514,5,0,crypto,0
T1007304,78.63,18,AU,0,1008,0,1,dining,0
T1002847,19.12,12,AU,0,3534,2,0,pharmacy,0
T1027325,26.6,17,AU,0,669,0,0,electronics,0
T1022920,37.63,13,AU,0,2317,1,0,fuel,0
T1012844,16.83,20,AU,0,301,1,0,utilities,0
T1029353,12.06,23,au,0,1068,0,0,utilities,0
T1029802,42.58,18,Au,0,538,1,0,gaming,0
T1000482,63.23,20,AU,0,3263,0,0,fuel,0
T1022208,12.4,18,AU,0,2748,2,0,electronics,0
T1001968,41.33,2,au,0,1341,1,0,travel,0
T1012522,91.7,6,CN,1,827,1,1,fuel,0
T1028096,88.75,5,AU,0,3084,0,0,dining,0
T1006165,24.83,20,AU,0,2669,0,0,groceries,0
T1013748,8.3,5,AU,0,2473,5,0,electronics,0
T1020647,5.67,20,ru,1,539,0,0,electronics,0
T1000849,110.77,22,AU,0,405,0,0,gaming,0
T1013550,18.92,9,Au,0,860,0,0,electronics,0
T1020754,60.29,19,au,0,694,0,1,dining,0
T1026813,48.79,16,AU,0,3195,8,0,utilities,0
T1008968,112.82,15,Au,0,1712,0,1,utilities,0
T1006957,66.04,3,DE,1,2349,0,0,electronics,0
T1025764,77.62,12,GB,1,484,0,0,dining,0
T1016747,4.17,15,In,1,1151,0,0,crypto,0
T1015222,58.24,6,AU,0,2680,1,0,groceries,0
T1001885,51.06,2,NG,1,2927,1,1,dining,0
T1000372,6.67,0,AU,0,2274,0,1,pharmacy,0
T1027918,8.92,13,au,0,3101,1,0,fuel,0
T1002827,88.46,16,au,0,3646,5,0,fuel,0
T1029210,74.87,5,AU,0,634,2,0,apparel,0
T1003853,82.34,0,AU,0,1411,0,1,gaming,0
T1002839,11.12,11,GB,1,3378,1,0,pharmacy,0
T1006067,34.92,19,Au,0,2151,1,0,dining,0
T1029019,78.46,20,GB,1,2504,0,1,pharmacy,0
T1026384,7.82,14,gb,1,1031,1,0,electronics,0
T1009127,47.03,20,au,0,791,1,1,dining,0
T1003522,51.59,16,AU,0,2317,1,0,utilities,0
T1027800,67.33,2,au,0,1474,0,0,gaming,0
T1010111,35.48,7,AU,0,2927,0,0,gaming,0
T1002582,66.63,12,AU,0,1919,1,0,utilities,0
T1029609,21.26,16,au,0,3076,1,0,,0
T1012329,149.08,12,AU,0,2272,5,0,groceries,0
T1008884,199.75,13,DE,1,1219,0,0,travel,0
T1010874,82.5,0,AU,0,2719,0,0,electronics,0
T1010705,44.36,4,au,0,2318,1,1,crypto,0
T1018738,23.72,12,AU,0,747,1,1,groceries,0
T1019909,30.57,6,Au,0,182,3,0,apparel,0
T1007271,79.09,21,au,0,1877,0,0,utilities,0
T1004658,118.83,5,AU,0,652,2,0,pharmacy,0
T1013698,8.75,23,AU,0,1453,0,0,groceries,0
T1001685,21.67,0,au,0,2779,0,0,utilities,0
T1020576,14.28,3,In,1,1868,0,0,dining,0
T1005017,14.26,9,au,0,1627,1,1,utilities,0
T1024944,40.87,5,AU,0,1909,5,0,utilities,0
T1017518,3.7,8,AU,0,900,8,0,utilities,0
T1007187,40.81,18,US,1,3639,1,0,fuel,0
T1007557,4.26,0,AU,0,2471,0,0,groceries,0
T1004254,16.82,7,Au,0,2648,0,0,apparel,0
T1028836,24.91,7,Au,0,2427,0,0,groceries,0
T1002797,8.17,2,AU,0,2382,0,0,,0
T1019090,20.95,19,AU,0,2275,3,0,crypto,0
T1026524,25.02,7,AU,0,3597,8,0,pharmacy,0
T1013884,35.48,17,AU,0,852,2,0,utilities,0
T1011812,35.48,10,AU,0,2405,2,0,pharmacy,0
T1022379,23.14,15,AU,0,1540,1,0,gaming,0
T1002253,36.5,20,AU,0,103,1,0,apparel,0
T1016689,28.85,21,AU,0,1667,0,0,electronics,0
T1025804,94.53,6,AU,0,678,0,1,pharmacy,0
T1020794,16.8,3,Au,0,943,2,0,dining,0
T1010109,8.22,3,AU,0,3199,0,0,gaming,0
T1008504,135.81,4,cn,1,1736,2,0,groceries,0
T1003467,144.9,4,Au,0,1315,1,0,gaming,0
T1016050,75.95,2,AU,0,1291,0,0,fuel,0
T1004359,15.67,11,Au,0,1221,1,0,crypto,0
T1003842,16.0,12,Au,0,1552,2,0,crypto,0
T1017139,61.51,19,au,0,1377,1,1,fuel,0
T1026053,130.78,1,us,1,2613,1,0,utilities,0
T1008275,32.83,1,AU,0,1679,1,1,travel,0
T1019703,333.78,3,Gb,1,1338,0,0,,0
T1008595,205.62,3,Au,0,3503,8,0,electronics,0
T1022171,21.15,11,AU,0,1823,1,0,travel,0
T1011019,14.68,1,au,0,1838,2,0,fuel,0
T1011094,7.45,1,AU,0,3488,1,0,apparel,0
T1020753,104.21,22,au,0,450,1,0,crypto,0
T1001140,9.9,23,AU,0,755,0,0,gaming,0
T1016186,14.05,21,au,0,2953,0,0,utilities,0
T1027556,12.45,16,au,0,2247,1,0,groceries,0
T1020870,64.45,17,AU,0,1435,0,1,utilities,0
T1020752,22.49,21,AU,0,1439,2,0,pharmacy,0
T1014527,10.72,15,AU,0,2333,1,0,travel,0
T1011169,11.66,2,au,0,2634,0,0,dining,0
T1000362,17.15,17,AU,0,3212,2,0,dining,0
T1002379,22.04,7,au,0,2520,0,0,fuel,0
T1018226,59.12,6,au,0,3433,8,1,electronics,0
T1011971,28.93,3,US,1,3331,2,0,fuel,0
T1001714,240.85,10,Au,0,1477,8,0,pharmacy,0
T1008057,14.99,0,AU,0,1441,1,0,dining,0
T1002923,56.43,11,BR,1,2082,0,0,groceries,0
T1025431,79.28,6,AU,0,3407,1,0,travel,0
T1023391,4.68,12,AU,0,1603,1,1,electronics,0
T1001634,30.85,2,au,0,1581,1,0,groceries,0
T1016245,126.95,1,AU,0,2981,0,0,,0
T1029795,170.91,13,AU,0,2462,2,0,fuel,0
T1015009,91.29,6,BR,1,723,0,0,apparel,0
T1011438,13.21,2,au,0,955,0,0,fuel,0
T1022844,12.62,15,AU,0,3517,0,1,electronics,0
T1001347,7.81,19,au,0,2351,2,0,utilities,0
T1012702,13.85,12,AU,0,771,1,1,crypto,0
T1014177,26.62,13,US,1,2991,0,1,apparel,0
T1011691,121.07,3,AU,0,685,0,0,travel,0
T1023980,92.3,7,AU,0,1857,0,0,groceries,0
T1028395,19.73,4,AU,0,2903,1,0,gaming,0
T1001850,17.59,15,NG,1,1814,2,0,pharmacy,0
T1028510,99.35,4,NZ,1,1382,1,1,pharmacy,0
T1024801,77.77,22,AU,0,2464,0,0,apparel,0
T1014878,22.43,4,AU,0,2243,2,0,electronics,0
T1012601,10.56,16,AU,0,3192,2,0,electronics,0
T1005173,249.58,16,AU,0,601,5,0,electronics,0
T1018912,36.32,16,au,0,3419,1,0,dining,0
T1027564,57.65,0,Au,0,718,8,0,utilities,0
T1012982,127.83,13,ru,1,851,1,0,,0
T1016324,16.88,16,Cn,1,3404,0,0,apparel,0
T1005039,8.72,23,in,1,1451,2,0,travel,0
T1028996,63.83,18,AU,0,111,0,0,gaming,0
T1000531,18.24,16,AU,0,49,0,0,crypto,0
T1021590,9.68,21,Au,0,252,1,0,electronics,0
T1020057,73.15,2,AU,0,227,1,1,crypto,0
T1012386,17.63,7,AU,0,2415,1,0,fuel,0
T1001705,16.73,9,AU,0,3209,0,0,utilities,0
T1018729,38.29,14,In,1,1384,2,1,utilities,0
T1008882,21.53,14,AU,0,842,0,1,utilities,0
T1021581,49.27,17,au,0,1295,0,0,crypto,0
T1002618,54.78,13,AU,0,670,2,0,,0
T1017743,10.07,15,au,0,2125,3,0,crypto,0
T1002836,43.79,19,AU,0,721,3,0,crypto,0
T1018875,16.52,15,AU,0,722,1,0,groceries,0
T1025463,33.49,19,Au,0,951,0,0,gaming,0
T1005279,68.53,6,au,0,820,1,0,utilities,0
T1029573,30.3,22,au,0,2610,2,0,pharmacy,0
T1012477,10.76,16,AU,0,1397,0,0,electronics,0
T1029825,34.02,14,au,0,2210,0,0,groceries,0
T1000302,32.33,12,AU,0,2926,0,0,apparel,0
T1013822,67.71,5,Au,0,3629,0,0,fuel,0
T1028872,18.77,1,AU,0,581,0,0,pharmacy,0
T1003615,47.49,6,AU,0,2452,1,0,dining,0
T1001704,213.26,1,AU,0,2869,0,1,pharmacy,0
T1002309,17.28,5,AU,0,1589,1,1,utilities,0
T1023878,6.74,23,Au,0,2760,2,1,fuel,0
T1014125,270.68,20,Au,0,2125,0,0,pharmacy,0
T1022757,201.07,17,Ng,1,980,0,0,crypto,0
T1022867,29.0,7,au,0,1077,2,1,travel,0
T1019278,71.47,23,Au,0,337,0,0,dining,0
T1025142,21.49,3,NG,1,2768,1,0,groceries,0
T1022568,173.28,2,Au,0,1903,2,1,pharmacy,1
T1001612,32.55,15,AU,0,1942,0,1,gaming,0
T1000837,20.31,17,AU,0,446,8,0,utilities,0
T1008625,68.56,23,Au,0,1811,0,0,crypto,0
T1011796,258.87,6,AU,0,2099,0,0,apparel,0
T1018921,33.35,6,CN,1,1719,0,1,gaming,0
T1029939,129.97,2,Au,0,2665,0,0,gaming,0
T1001526,52.7,9,Au,0,941,1,0,fuel,0
T1005790,17.79,17,NG,1,479,8,1,crypto,1
T1013735,12.7,8,AU,0,1311,3,0,utilities,0
T1005833,62.36,1,AU,0,289,0,0,pharmacy,0
T1003938,7.44,3,Au,0,1988,1,0,fuel,0
T1029700,42.08,6,AU,0,3021,2,0,fuel,0
T1017984,43.97,16,AU,0,1707,0,0,crypto,0
T1007859,33.73,15,au,0,2298,0,0,utilities,0
T1027820,94.54,5,in,1,1770,1,0,pharmacy,0
T1025657,179.95,22,AU,0,92,0,0,fuel,0
T1014905,24.48,8,au,0,1964,1,0,pharmacy,0
T1009866,10.72,18,AU,0,276,5,1,electronics,0
T1011507,21.08,19,Au,0,2454,1,0,dining,0
T1020314,8.13,7,Au,0,2755,1,0,gaming,0
T1028195,93.89,19,AU,0,2543,1,0,apparel,0
T1010363,250.26,21,AU,0,1549,2,0,pharmacy,0
T1008165,34.46,2,Au,0,2780,1,0,apparel,0
T1023018,23.08,6,au,0,219,1,1,,0
T1000218,22.63,9,AU,0,3119,0,1,dining,0
T1024085,67.56,1,AU,0,167,0,1,gaming,0
T1002183,122.36,23,au,0,986,0,0,groceries,0
T1015132,42.81,18,AU,0,1856,3,0,groceries,0
T1010926,12.97,21,AU,0,12,0,0,crypto,0
T1013456,403.31,19,AU,0,1664,1,0,dining,0
T1009004,11.82,21,AU,0,2152,0,0,groceries,0
T1029957,20.96,23,Au,0,775,1,0,groceries,0
T1009987,3.54,21,Au,0,3574,5,1,groceries,0
T1003844,3.08,1,AU,0,729,0,0,groceries,0
T1009230,99.47,2,au,0,2909,1,1,apparel,0
T1015172,10.28,20,Au,0,1498,3,1,gaming,0
T1004629,145.83,23,AU,0,1668,0,0,fuel,0
T1012320,168.57,17,GB,1,1084,2,0,pharmacy,0
T1018503,131.96,19,AU,0,562,2,1,groceries,0
T1022201,47.06,16,de,1,82,1,0,groceries,0
T1021419,15.97,19,au,0,372,0,1,fuel,0
T1002304,54.12,8,de,1,153,0,0,fuel,0
T1015505,17.81,19,SG,1,796,2,1,pharmacy,0
T1028947,140.23,16,AU,0,2726,1,0,apparel,0
T1007585,55.41,21,au,0,2345,0,1,travel,0
T1019814,24.74,20,au,0,850,0,1,dining,0
T1020764,14.66,3,AU,0,1822,1,1,travel,0
T1029320,9.3,19,AU,0,1365,0,0,pharmacy,0
T1010808,58.7,1,AU,0,717,0,0,electronics,0
T1028757,104.32,17,NG,1,1324,2,1,groceries,0
T1009232,14.56,5,Au,0,245,1,0,pharmacy,0
T1012718,73.79,10,Au,0,2288,0,0,dining,0
T1019325,41.16,11,Au,0,2659,1,0,travel,0
T1009923,92.09,9,au,0,1781,1,1,apparel,0
T1004815,16.03,21,cn,1,3120,1,0,crypto,0
T1025888,41.76,21,AU,0,933,0,0,crypto,0
T1021541,33.66,4,AU,0,1247,2,0,electronics,0
T1012685,12.43,9,au,0,59,0,0,crypto,0
T1018603,58.03,4,AU,0,988,0,0,,0
T1014655,65.7,17,AU,0,834,1,0,utilities,0
T1027880,7.16,20,AU,0,3435,0,1,dining,0
T1024553,7.41,17,Au,0,1846,1,0,electronics,0
T1007594,19.45,13,AU,0,2309,0,1,fuel,0
T1006692,91.09,22,AU,0,382,0,0,apparel,0
T1023178,28.0,16,AU,0,3071,3,0,utilities,0
T1029363,26.55,7,GB,1,1451,0,1,,0
T1016854,209.19,8,au,0,42,5,0,electronics,0
T1009452,456.99,17,AU,0,364,0,0,dining,0
T1001274,22.47,10,au,0,508,0,0,utilities,0
T1015492,21.33,2,au,0,1674,0,0,gaming,0
T1001775,4.83,5,au,0,547,1,1,,1
T1005926,42.84,12,au,0,2766,0,0,crypto,0
T1014744,15.32,1,De,1,1311,2,1,apparel,0
T1005036,9.26,20,au,0,1099,0,0,pharmacy,0
T1011414,11.77,6,De,1,3193,5,0,dining,0
T1001491,16.48,21,DE,1,670,0,1,crypto,0
T1022472,165.13,19,us,1,169,12,1,utilities,1
T1024340,11.9,15,AU,0,2375,0,0,apparel,0
T1026434,33.0,1,AU,0,1439,0,0,electronics,0
T1029773,19.84,11,AU,0,2249,0,0,apparel,0
T1005544,4.94,6,AU,0,1168,2,0,utilities,0
T1026552,48.3,3,AU,0,1110,1,0,pharmacy,0
T1010600,33.44,16,gb,1,2659,0,0,,0
T1025785,54.09,23,AU,0,2132,2,0,crypto,0
T1005522,20.68,18,AU,0,1423,5,0,utilities,0
T1022772,24.95,1,us,1,1336,0,0,gaming,0
T1020085,97.66,12,AU,0,3156,1,1,travel,0
T1020873,96.65,2,Au,0,3534,0,1,crypto,0
T1009849,21.62,10,AU,0,2784,0,0,gaming,0
T1007176,104.09,18,AU,0,3596,1,0,crypto,0
T1006972,28.24,22,Au,0,2340,2,1,fuel,0
T1014311,22.24,5,AU,0,596,3,0,groceries,0
T1016567,13.46,6,AU,0,2847,0,0,groceries,0
T1018209,41.95,4,RU,1,1405,1,1,electronics,0
T1029705,9.68,5,Au,0,1485,0,0,utilities,0
